,Balanced Accuracy,Default Precision,Default Recall,Default F1-Score,Default Support,Fully Paid Precision,Fully Paid Recall,Fully Paid F1-Score,Fully Paid Support,C,Penalty,Solver,Tolerance,Time,Random State
0,0.6166025486997742,0.18877955154764806,0.6245212658738157,0.28992186403406167,19844,0.9174751905015063,0.6086838315257326,0.7318402685749623,136092,0.1,l2,saga,0.0001,112.8467812249437,1
1,0.6159658934715867,0.18880351262349068,0.6230003018412316,0.28978588978588976,19878,0.9170503851943682,0.6089314851019418,0.7318839939576506,136058,0.01,l2,saga,0.001,85.07217862410471,2
2,0.6168093620259021,0.18870266914959652,0.6274351875157312,0.2901438614460636,19865,0.917661456305279,0.606183536536073,0.7300890438846501,136071,0.1,l2,saga,0.0001,110.25139169115573,3
3,0.6153448144308511,0.18818635607321132,0.6252072968490879,0.2892953063051541,19899,0.916972814107274,0.6054823320126143,0.7293624896508061,136037,0.01,l2,saga,0.001,94.57412533368915,4
4,0.6172364205870132,0.189944558365611,0.6266599849661739,0.291525818860007,19955,0.9173150131519073,0.6078128562078525,0.7311594908042214,135981,0.1,l1,saga,0.0001,133.75868847221136,5
5,0.6167842205647933,0.18784238564508096,0.6288586874147426,0.2892767500232407,19793,0.918080135603805,0.6047097537148439,0.7291511673220675,136143,0.01,l2,saga,0.001,131.70259334892035,6
6,0.613659683764082,0.18815941027413038,0.6158950384557382,0.28825522303783174,19893,0.9158674755838407,0.6114243290724256,0.7333027717046336,136043,0.1,l1,saga,0.001,36.742148358840495,7
7,0.6160929683514735,0.18701235983882408,0.6277290917380072,0.28817264313287755,19741,0.9180466807177188,0.60445684496494,0.7289567357925869,136195,0.1,l1,saga,0.001,97.4819292454049,8
8,0.6147363927992906,0.18633335334013565,0.6277423920736023,0.2873672274547011,19782,0.9175290059579806,0.601730393524979,0.7268081935363679,136154,0.01,l2,saga,0.001,115.884044860024,9
9,0.6164957856045263,0.1883556970661815,0.626317116208722,0.2896141741461709,19835,0.9176270546004156,0.6066744550003307,0.7304340902858254,136101,0.1,l1,saga,0.001,118.74390092259273,10
10,0.6164023584187972,0.188509766095973,0.6286058900391999,0.2900405797101449,19898,0.9175075906411859,0.6041988267983945,0.7285991614292932,136038,0.01,l2,saga,0.001,119.47329440806061,11
11,0.6167033651211642,0.18886974396179076,0.6279081453193307,0.2903919221965305,19901,0.9175150934569029,0.6054985849229978,0.7295457665549202,136035,0.1,l1,saga,0.001,101.00663549173623,12
12,0.6165458558743354,0.18701080179679402,0.6304380855912889,0.28845529962460026,19745,0.9183534176988576,0.6026536261573819,0.7277402422372364,136191,0.1,l1,saga,0.0001,86.30511964624748,13
