,Balanced Accuracy,Default Precision,Default Recall,Default F1-Score,Default Support,Fully Paid Precision,Fully Paid Recall,Fully Paid F1-Score,Fully Paid Support,C,Penalty,Solver,Tolerance,Time,Random State
0,0.5931134935964503,0.3372213689759661,0.6082659478885895,0.4338932357732262,13356,0.8069230201490885,0.5779610393043111,0.6735149620366235,37833,0.1,l2,saga,0.001,15.114088260103017,0
1,0.5851208267754893,0.3264246552583486,0.5967803174121041,0.4220163780373204,13169,0.8041529893409066,0.5734613361388743,0.6694916555355965,38020,0.1,l2,saga,0.001,13.516685587354004,1
2,0.5907104353008786,0.33095697391596074,0.6007002587912924,0.426779147739563,13138,0.808141023296639,0.5807206118104649,0.6758112365048781,38051,0.1,l1,saga,0.0001,16.983028006274253,2
3,0.5899646153715806,0.33047458046427247,0.607335000378874,0.42803738317757006,13197,0.8076180576180576,0.5725942303642872,0.6700961064563825,37992,0.1,l1,saga,0.001,14.734010338783264,3
4,0.5880144027546164,0.3320251854407452,0.5836555227048745,0.42326617004315675,13191,0.8038641477090104,0.5923732828043581,0.6821012439582418,37998,0.001,l2,saga,0.0001,13.215403734706342,4
5,0.5916421575712163,0.331382802124834,0.6069012692863115,0.4286903068209271,13157,0.8091019820617872,0.5763830458561212,0.6731976967370441,38032,0.1,l2,saga,0.001,25.31257731979713,5
6,0.5890936941870731,0.33236475514913255,0.5894210366777811,0.42505054921033936,13196,0.8050167344441646,0.5887663516963652,0.6801155366372758,37993,0.01,l1,saga,0.0001,28.135023647919297,6
7,0.588865519182137,0.3296116903374107,0.6077808053284892,0.427423218182786,13212,0.8068363961680397,0.5699502330357848,0.6680143201036973,37977,0.1,l1,saga,0.0001,13.241453072056174,7
8,0.5890828491707224,0.3304109361366186,0.6023786076812363,0.42674680691209615,13201,0.806467074699506,0.5757870906602085,0.671878359698971,37988,0.1,l1,saga,0.0001,16.953221414703876,8
9,0.5909904041592089,0.33379466532460994,0.6006792452830189,0.4291260042055319,13250,0.8065094167123789,0.5813015630353989,0.6756326205502114,37939,0.1,l2,saga,0.001,13.361285428982228,9
10,0.591229488453269,0.3326592517694641,0.599180452268933,0.4278051687706561,13178,0.8075984409718427,0.5832785246376049,0.6773493828669193,38011,0.1,l1,saga,0.001,11.960075282957405,10
11,0.590882167813803,0.33291744645456434,0.60447028618893,0.4293606522205535,13243,0.8070291777188329,0.577294049438676,0.6730987862958979,37946,0.1,l1,saga,0.0001,14.66766696702689,11
12,0.5868589169225118,0.3267186981069412,0.5997561347355586,0.42300456866433755,13122,0.806206413047489,0.5739616991094649,0.6705438251902774,38067,0.1,l1,saga,0.001,12.357178205158561,12
13,0.5895175498319363,0.33008897614770877,0.6006841505131129,0.426052730899876,13155,0.8072293577981652,0.5783509491507598,0.6738864040193615,38034,0.1,l2,saga,0.0001,16.009069771971554,13
14,0.590449219382993,0.3312117913072607,0.6009268403859302,0.4270481846403023,13163,0.8076317427765775,0.5799715983800557,0.6751258934994567,38026,0.1,l2,saga,0.0001,18.508130806032568,14
15,0.5896614788689332,0.33273866323694146,0.6036429324100557,0.429003182754286,13286,0.8055822195968397,0.5756800253278105,0.6714982535506008,37903,0.1,l1,saga,0.0001,12.897627287078649,15
16,0.5891118161582763,0.3311512321227536,0.6007109900915211,0.42694333942586815,13221,0.8059619201646696,0.5775126422250316,0.6728756866235002,37968,0.1,l2,saga,0.0001,31.176515629980713,16
17,0.5887902480814258,0.33127328140873685,0.5933282789992419,0.4251643396533928,13190,0.8054054054054054,0.5842522171636095,0.6772314074797144,37999,0.1,l1,saga,0.001,13.30248288391158,17
18,0.5886120240631634,0.3334454771016443,0.5956727518593644,0.4275545969263952,13311,0.8036483035388544,0.5815512962669623,0.6747947555446637,37878,0.1,l2,saga,0.0001,29.768555853981525,18
19,0.5909971178041564,0.33227526663280854,0.5968072976054732,0.42688198352499795,13155,0.8075541526069446,0.5851869380028396,0.6786187971644182,38034,0.1,l1,saga,0.001,13.426331927068532,19
20,0.5881336111432574,0.32964832505944686,0.5991356433391463,0.4252960172228203,13189,0.8057535454478654,0.5771315789473684,0.6725443895856972,38000,0.1,l2,saga,0.001,14.87528162682429,20
21,0.5884378455286232,0.3321900619039652,0.5980421686746988,0.4271270302248037,13280,0.8043326857519886,0.5788335223825477,0.6732014112593956,37909,0.1,l1,saga,0.0001,29.105370497796685,21
22,0.590883947482174,0.33136461258879896,0.6078951356266101,0.4289227479283615,13198,0.8081699225265967,0.5738727593377378,0.6711611870459303,37991,0.1,l1,saga,0.0001,14.078989528119564,22
23,0.591211861243989,0.3334735779198923,0.5996368588288697,0.4285946033634348,13218,0.8070092265052332,0.5827868636591083,0.6768106190359677,37971,0.1,l1,saga,0.0001,16.561171502806246,23
24,0.5893599562800362,0.3307109802271771,0.5971135586783137,0.4256667117909841,13165,0.806557496626427,0.5816063538817589,0.675855324480846,38024,0.1,l1,saga,0.0001,14.119311974849552,24
25,0.5905951426646688,0.33206343947989564,0.6061224489795919,0.4290644479520586,13230,0.8072855029585799,0.5750678363497458,0.671671871874952,37959,0.1,l2,saga,0.0001,15.842841297853738,25
26,0.5938174246690558,0.33466917136297225,0.6072104824661062,0.43150869260993596,13203,0.809576264962914,0.5804243668720055,0.6761116222017786,37986,0.1,l2,saga,0.0001,30.69369711820036,26
27,0.5925881959165991,0.3329914249374308,0.6134542705971278,0.4316676860888759,13230,0.8092929594272077,0.5717221212360705,0.6700733307603242,37959,0.1,l1,saga,0.0001,32.39527723705396,27
28,0.5906587358716124,0.3317551430845938,0.6008954997343857,0.42749163157326425,13177,0.8075177512627187,0.5804219720088393,0.6753910674380873,38012,0.1,l1,saga,0.001,13.494637934025377,28
29,0.5916127663819668,0.32883842937945734,0.6130042787286064,0.42805313983887316,13088,0.8109439737225188,0.5702212540353272,0.6696048819577143,38101,0.1,l2,saga,0.001,12.584778766147792,29
30,0.5927550355405827,0.3325943260664285,0.6134797425217721,0.4313401842287418,13205,0.8097793679189028,0.5720303285593934,0.6704517403110343,37984,0.1,l1,saga,0.0001,25.1483666007407,30
31,0.5911111119836523,0.33251375229204866,0.6039663916433275,0.4288977880506356,13211,0.8075975434854559,0.578255832323977,0.6739500698163293,37978,0.1,l2,saga,0.0001,16.83564432617277,31
32,0.5915103051361378,0.3319812921650594,0.6078357077902394,0.4294242042990604,13196,0.8085318928518573,0.5751849024820361,0.6721828332384922,37993,0.1,l2,saga,0.001,13.450193802826107,32
33,0.5922467958344726,0.33336123200535656,0.6037592845232681,0.4295497438662712,13194,0.8084490528706995,0.5807343071456771,0.6759281950741332,37995,0.1,l1,saga,0.0001,16.94673596462235,33
34,0.5889992302816021,0.3333052879559127,0.5961625282167042,0.42756536520870997,13290,0.8042526807206944,0.5818359323464999,0.6751994120979224,37899,0.1,l1,saga,0.001,14.147759870626032,34
35,0.5869481361321806,0.3297890438924804,0.5884495712225848,0.42268799912780397,13177,0.8040611337934025,0.5854467010417763,0.6775563640792218,38012,0.01,l2,saga,0.001,26.329034766182303,35
36,0.5882549869641593,0.33276384914363816,0.5882219705549264,0.42506410606143274,13245,0.8036434331797235,0.5882880033733924,0.6793061472915398,37944,0.1,l2,saga,0.001,26.984041498973966,36
37,0.5888332606516195,0.32813863608028926,0.602242391884677,0.4248130413730027,13111,0.8077490230774902,0.5754241294185619,0.6720753328016686,38078,0.1,l2,saga,0.0001,18.845363756641746,37
38,0.5896116383076572,0.3323212452959288,0.589918773248311,0.4251442952102196,13173,0.8057183959719475,0.5893045033670034,0.6807249965816381,38016,0.1,l1,saga,0.0001,15.789503382984549,38
39,0.5894360233183411,0.3285572304124565,0.6047717051604543,0.425792255883221,13119,0.8082541326134388,0.574100341476228,0.6713458555390025,38070,0.1,l2,saga,0.001,17.042137425858527,39
40,0.5907923123568836,0.33280533555648184,0.603294544355448,0.42897055663013106,13234,0.8069781977278576,0.5782900803583191,0.6737575590140282,37955,0.1,l2,saga,0.001,22.87800524197519,40
41,0.5934858747654381,0.3320063033922203,0.6101204084743179,0.4300139649801268,13122,0.8110433979686057,0.5768513410565582,0.6741886954652913,38067,0.1,l1,saga,0.001,13.567536232061684,41
42,0.5903888486169576,0.3332771693344566,0.5978088401964489,0.42796484110885735,13235,0.8060767241065249,0.5829688570374664,0.6766050486980719,37954,0.1,l1,saga,0.0001,13.988321799784899,42
43,0.591436061699658,0.3261566835057333,0.6235149842875757,0.4282818710679407,13047,0.8128548024536137,0.5593571391117403,0.6626908322850176,38142,0.1,l2,saga,0.0001,16.467319773044437,43
44,0.5923213664599382,0.33476981726266936,0.6081752484191508,0.43183579656305954,13284,0.8076212300413956,0.5764674845007255,0.672742106802543,37905,0.1,l1,saga,0.001,14.035816495772451,44
45,0.5868978773697159,0.3287001937494735,0.592919009269108,0.42293518317797535,13162,0.804787408459941,0.5808767454703238,0.6747411186119682,38027,0.1,l2,saga,0.001,12.488092703279108,45
46,0.5904156698719463,0.3349932478055368,0.5967523680649527,0.4291042759068057,13302,0.804895791656058,0.58407897167894,0.6769348424594677,37887,0.1,l2,saga,0.001,14.62158998195082,46
47,0.5923120831231034,0.3335842114065897,0.6042108451984247,0.4298491379310345,13204,0.8083819161808382,0.580413321047782,0.6756872720585981,37985,0.1,l2,saga,0.0001,16.602215196937323,47
48,0.5896269785716034,0.3305561341387211,0.6020485584218513,0.426784993949173,13180,0.807055620953502,0.5772053987213555,0.6730477198472229,38009,0.1,l1,saga,0.001,12.150268064346164,48
49,0.5929191087068162,0.3318507951160156,0.6038787508589754,0.42832385594367717,13097,0.8103523907003948,0.5819594665546571,0.6774232978853441,38092,0.1,l2,saga,0.001,15.716231552418321,49
50,0.5908200440339892,0.33263131291857967,0.5986203759854457,0.42763923862128717,13192,0.8070897697464297,0.5830197120825328,0.6769959507983804,37997,0.1,l1,saga,0.0001,16.89009559294209,50
51,0.587885549681318,0.32966707559541436,0.592398327632079,0.4236016741860086,13155,0.8053720508166969,0.5833727717305569,0.6766284459624299,38034,0.1,l2,saga,0.001,14.46683099027723,51
52,0.5906061665398588,0.329859803306131,0.6016334630944202,0.4261001189317764,13101,0.8087858137319558,0.5795788699852972,0.6752623046098315,38088,0.1,l2,saga,0.0001,29.821079554967582,52
53,0.5889155296992075,0.33085361240701044,0.5968157695223655,0.4257091095908931,13190,0.8058840706672507,0.5810152898760493,0.6752198180289013,37999,0.1,l1,saga,0.0001,24.830507891718298,53
54,0.5887697574309523,0.33048083033255665,0.593051543256804,0.42444027313038984,13154,0.8059382250580046,0.5844879716051006,0.6775781404776057,38035,0.1,l1,saga,0.0001,13.27211322216317,54
55,0.5884105751715629,0.33106861264888443,0.5969449485783425,0.42591993093773606,13224,0.8050831961967453,0.5798762017647834,0.6741693461950696,37965,0.1,l2,saga,0.001,13.067666186019778,55
56,0.5921323919789565,0.3339621850500985,0.6026630352549553,0.4297699010007823,13218,0.8078724026924202,0.5816017487029576,0.6763134120385257,37971,0.1,l1,saga,0.0001,14.945705383084714,56
57,0.5912079352059182,0.33354065596881866,0.6062707265601447,0.4303330212652133,13268,0.807033096926714,0.5761451438516917,0.6723185573831029,37921,0.1,l2,saga,0.0001,28.669801601208746,57
58,0.5899184880583455,0.3298303682250724,0.605775075987842,0.42710956335387085,13160,0.8079869721307228,0.5740619001288491,0.6712274013036528,38029,0.1,l2,saga,0.001,23.40336071094498,58
59,0.5880450818662528,0.3295706342238388,0.5980124412077075,0.4249481146060753,13182,0.8056839017235057,0.578077722524798,0.6731620632075617,38007,0.1,l1,saga,0.001,14.098845566157252,59
60,0.5898282963221975,0.3318059525811333,0.5980451583573269,0.42681014437895415,13198,0.8063939272289332,0.581611434287068,0.6758013212625397,37991,0.1,l1,saga,0.0001,14.29875268181786,60
61,0.591386480828404,0.33174372797014307,0.6067961165048543,0.42896592401941075,13184,0.8085247839255374,0.5759768451519537,0.6727208469706049,38005,0.1,l1,saga,0.001,24.06153299473226,61
62,0.5891262152021359,0.33084525249155583,0.6007420307412735,0.4266967839087878,13207,0.8061967068509261,0.5775103996629982,0.6729559748427673,37982,0.1,l2,saga,0.001,13.79249013774097,62
63,0.5904356832936417,0.3290298782736997,0.6110984242977849,0.42774936061381075,13137,0.8092945128779395,0.5697729422894986,0.6687332284630333,38052,0.1,l2,saga,0.0001,14.432458516210318,63
64,0.5892500593433527,0.33135476319859547,0.5997578875690399,0.42687129779213784,13217,0.8059854764175163,0.5787422311176657,0.6737177718507619,37972,0.1,l2,saga,0.0001,16.410231702961028,64
65,0.5932587776367182,0.3333889537794093,0.6068337129840546,0.43034839265521513,13170,0.8097512584046735,0.5796838422893816,0.6756698755288492,38019,0.1,l1,saga,0.001,27.05822793021798,65
66,0.5905198219154635,0.33282629822115184,0.5966972199075827,0.4273082347835521,13201,0.806554756195044,0.5843424239233442,0.6776980613646773,37988,0.01,l2,saga,0.001,13.259817051235586,66
